1.18,1.464779
1.181,1.464773
1.182,1.464768
1.183,1.464763
1.184,1.464757
1.185,1.464752
1.186,1.464747
1.187,1.464742
1.188,1.464737
1.189,1.464731
1.19,1.464726
1.191,1.464721
1.192,1.464716
1.193,1.464711
1.194,1.464706
1.195,1.4647
1.196,1.464695
1.197,1.46469
1.198,1.464685
1.199,1.46468
1.2,1.464675
